manifacturer/String,model/String,year/double,fuel/String,hp/double,doors/double,transition/String,category/String,size/String,style/String,price/double
Volkswagen,Beetle,2015,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,24185
Volkswagen,Beetle,2015,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,26985
Volkswagen,Beetle,2015,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,30525
Volkswagen,Beetle,2015,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,26195
Volkswagen,Beetle,2015,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,30525
Volkswagen,Beetle,2015,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,31625
Volkswagen,Beetle,2015,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,26195
Volkswagen,Beetle,2015,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,23085
Volkswagen,Beetle,2015,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,21795
Volkswagen,Beetle,2015,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,28115
Volkswagen,Beetle,2015,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,32475
Volkswagen,Beetle,2015,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,28675
Volkswagen,Beetle,2015,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,20695
Volkswagen,Beetle,2015,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,25450
Volkswagen,Beetle,2015,diesel,150,4,MANUAL,Hatchback,Compact,2dr Hatchback,27710
Volkswagen,Beetle,2015,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,25450
Volkswagen,Beetle,2015,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,26550
Volkswagen,Beetle,2015,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,25885
Volkswagen,Beetle,2015,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,29215
Volkswagen,Beetle,2015,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,25095
Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,26430
Volkswagen,Beetle,2015,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,25885
Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,29625
Volkswagen,Beetle,2015,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,31375
Volkswagen,Beetle,2015,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,25095
Volkswagen,Beetle,2015,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,20695
Volkswagen,Beetle,2015,diesel,150,4,MANUAL,Hatchback,Compact,2dr Hatchback,28525
Volkswagen,Beetle,2015,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,23085
Volkswagen,Beetle,2015,diesel,150,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,28810
Volkswagen,Beetle,2015,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,24705
Volkswagen,Beetle,2015,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,29215
Volkswagen,Beetle,2015,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,21795
Volkswagen,Beetle,2015,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,32475
Volkswagen,Beetle,2015,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,28115
Volkswagen,Beetle,2015,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,28675
Volkswagen,Beetle,2015,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,31375
Volkswagen,Beetle,2015,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,26550
Volkswagen,Beetle,2015,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,23605
Volkswagen,Beetle,2015,diesel,150,4,MANUAL,Hatchback,Compact,2dr Hatchback,25330
Volkswagen,Beetle,2015,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,29775
Volkswagen,Beetle,2015,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,29775
Volkswagen,Beetle,2015,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,24705
Volkswagen,Beetle,2015,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,24185
Volkswagen,Beetle,2015,diesel,150,4,MANUAL,Hatchback,Compact,2dr Hatchback,24795
Volkswagen,Beetle,2015,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,23605
Volkswagen,Beetle,2015,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,26985
Volkswagen,Beetle,2016,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,25995
Volkswagen,Beetle,2016,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,27095
Volkswagen,Beetle,2016,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,22450
Volkswagen,Beetle,2016,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,19795
Volkswagen,Beetle,2016,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,25975
Volkswagen,Beetle,2016,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,21350
Volkswagen,Beetle,2016,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,27095
Volkswagen,Beetle,2016,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,19595
Volkswagen,Beetle,2016,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,31450
Volkswagen,Beetle,2016,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,31450
Volkswagen,Beetle,2016,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,22450
Volkswagen,Beetle,2016,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,32550
Volkswagen,Beetle,2016,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,25975
Volkswagen,Beetle,2016,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,23995
Volkswagen,Beetle,2016,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,32550
Volkswagen,Beetle,2016,regular,170,4,MANUAL,Hatchback,Compact,2dr Hatchback,21350
Volkswagen,Beetle,2016,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,19795
Volkswagen,Beetle,2016,premium,210,4,MANUAL,Hatchback,Compact,2dr Hatchback,25995
Volkswagen,Beetle,2016,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,23995
Volkswagen,Beetle,2017,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,20475
Volkswagen,Beetle,2017,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,19995
Volkswagen,Beetle,2017,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,23995
Volkswagen,Beetle,2017,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,21890
Volkswagen,Beetle,2017,premium,210,4,AUTOMATED_MANUAL,Hatchback,Compact,2dr Hatchback,32550
Volkswagen,Beetle,2017,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,25975
Volkswagen,Beetle,2017,regular,170,4,AUTOMATIC,Hatchback,Compact,2dr Hatchback,22450
Chevrolet,Beretta,1994,regular,170,4,MANUAL,Performance,Compact,Coupe,2000
Chevrolet,Beretta,1994,regular,120,4,MANUAL,none,Compact,Coupe,2000
Chevrolet,Beretta,1995,regular,120,4,MANUAL,none,Midsize,Coupe,2000
Chevrolet,Beretta,1995,regular,160,6,AUTOMATIC,Performance,Midsize,Coupe,2000
Chevrolet,Beretta,1996,regular,120,4,MANUAL,none,Midsize,Coupe,2000
Chevrolet,Beretta,1996,regular,155,6,AUTOMATIC,Performance,Midsize,Coupe,2000
Chevrolet,Black Diamond Avalanche,2013,flex,320,8,AUTOMATIC,Crossover,Large,Crew Cab Pickup,39030
Chevrolet,Black Diamond Avalanche,2013,flex,320,8,AUTOMATIC,Crossover,Large,Crew Cab Pickup,41675
Chevrolet,Black Diamond Avalanche,2013,flex,320,8,AUTOMATIC,Crossover,Large,Crew Cab Pickup,44580
Chevrolet,Black Diamond Avalanche,2013,flex,320,8,AUTOMATIC,Crossover,Large,Crew Cab Pickup,38625
Chevrolet,Black Diamond Avalanche,2013,flex,320,8,AUTOMATIC,Crossover,Large,Crew Cab Pickup,47885
Chevrolet,Black Diamond Avalanche,2013,flex,320,8,AUTOMATIC,Crossover,Large,Crew Cab Pickup,35980
Lincoln,Blackwood,2002,premium,300,8,AUTOMATIC,lux,Large,Crew Cab Pickup,51785
Chevrolet,Blazer,2003,regular,190,6,MANUAL,none,Compact,2dr SUV,20745
Chevrolet,Blazer,2003,regular,190,6,MANUAL,none,Compact,2dr SUV,23745
Chevrolet,Blazer,2003,regular,190,6,AUTOMATIC,none,Midsize,4dr SUV,24695
Chevrolet,Blazer,2003,regular,190,6,AUTOMATIC,none,Midsize,4dr SUV,26695
Chevrolet,Blazer,2003,regular,190,6,MANUAL,none,Compact,2dr SUV,22845
Chevrolet,Blazer,2004,regular,190,6,AUTOMATIC,none,Midsize,4dr SUV,25230
Chevrolet,Blazer,2004,regular,190,6,AUTOMATIC,none,Midsize,4dr SUV,27230
Chevrolet,Blazer,2004,regular,190,6,MANUAL,none,Compact,2dr SUV,24055
Chevrolet,Blazer,2004,regular,190,6,MANUAL,none,Compact,2dr SUV,23255
Chevrolet,Blazer,2004,regular,190,6,MANUAL,none,Compact,2dr SUV,21055
Chevrolet,Blazer,2005,regular,190,6,MANUAL,none,Compact,2dr SUV,24305
Chevrolet,Blazer,2005,regular,190,6,MANUAL,none,Compact,2dr SUV,21305
Chevrolet,Blazer,2005,regular,190,6,AUTOMATIC,none,Midsize,4dr SUV,25480
Chevrolet,Blazer,2005,regular,190,6,AUTOMATIC,none,Midsize,4dr SUV,27480
Chevrolet,Bolt EV,2017,electric,200,,DIRECT_DRIVE,Hatchback,Compact,4dr Hatchback,40905
Chevrolet,Bolt EV,2017,electric,200,,DIRECT_DRIVE,Hatchback,Compact,4dr Hatchback,36620
Pontiac,Bonneville,2003,regular,205,6,AUTOMATIC,none,Large,Sedan,26695
Pontiac,Bonneville,2003,regular,205,6,AUTOMATIC,none,Large,Sedan,29670
Pontiac,Bonneville,2003,premium,240,6,AUTOMATIC,Performance,Large,Sedan,34020
Pontiac,Bonneville,2004,regular,205,6,AUTOMATIC,none,Large,Sedan,27185
Pontiac,Bonneville,2004,premium,275,8,AUTOMATIC,Performance,Large,Sedan,35270
Pontiac,Bonneville,2004,regular,205,6,AUTOMATIC,none,Large,Sedan,30035
Pontiac,Bonneville,2005,premium,275,8,AUTOMATIC,Performance,Large,Sedan,35585
Pontiac,Bonneville,2005,regular,205,6,AUTOMATIC,none,Large,Sedan,30350
Pontiac,Bonneville,2005,regular,205,6,AUTOMATIC,none,Large,Sedan,27965
Kia,Borrego,2009,regular,337,8,AUTOMATIC,none,Midsize,4dr SUV,30995
Kia,Borrego,2009,regular,276,6,AUTOMATIC,none,Midsize,4dr SUV,27995
Kia,Borrego,2009,regular,276,6,AUTOMATIC,none,Midsize,4dr SUV,29995
Kia,Borrego,2009,regular,276,6,AUTOMATIC,none,Midsize,4dr SUV,26245
Kia,Borrego,2009,regular,337,8,AUTOMATIC,none,Midsize,4dr SUV,39995
Kia,Borrego,2009,regular,337,8,AUTOMATIC,none,Midsize,4dr SUV,37995
Kia,Borrego,2009,regular,337,8,AUTOMATIC,none,Midsize,4dr SUV,32995
Kia,Borrego,2009,regular,337,8,AUTOMATIC,none,Midsize,4dr SUV,30995
Kia,Borrego,2009,regular,276,6,AUTOMATIC,none,Midsize,4dr SUV,28295
Porsche,Boxster,2014,premium,315,6,MANUAL,High-Performance,Compact,Convertible,62100
Porsche,Boxster,2014,premium,265,6,MANUAL,High-Performance,Compact,Convertible,50400
Porsche,Boxster,2015,premium,330,6,MANUAL,High-Performance,Compact,Convertible,73500
Porsche,Boxster,2015,premium,315,6,MANUAL,High-Performance,Compact,Convertible,63300
Porsche,Boxster,2015,premium,265,6,MANUAL,High-Performance,Compact,Convertible,51400
Porsche,Boxster,2016,premium,330,6,MANUAL,High-Performance,Compact,Convertible,74600
Porsche,Boxster,2016,premium,315,6,MANUAL,High-Performance,Compact,Convertible,63900
Porsche,Boxster,2016,premium,265,6,MANUAL,High-Performance,Compact,Convertible,52100
Oldsmobile,Bravada,2002,regular,270,6,AUTOMATIC,none,Midsize,4dr SUV,34745
Oldsmobile,Bravada,2002,regular,270,6,AUTOMATIC,none,Midsize,4dr SUV,32215
Oldsmobile,Bravada,2002,regular,270,6,AUTOMATIC,none,Midsize,4dr SUV,32660
Oldsmobile,Bravada,2003,regular,275,6,AUTOMATIC,none,Midsize,4dr SUV,33395
Oldsmobile,Bravada,2003,regular,275,6,AUTOMATIC,none,Midsize,4dr SUV,35345
Oldsmobile,Bravada,2004,regular,275,6,AUTOMATIC,none,Midsize,4dr SUV,33920
Oldsmobile,Bravada,2004,regular,275,6,AUTOMATIC,none,Midsize,4dr SUV,35870
Plymouth,Breeze,1998,regular,132,4,MANUAL,none,Midsize,Sedan,2000
Plymouth,Breeze,1998,regular,132,4,MANUAL,none,Midsize,Sedan,2000
Plymouth,Breeze,1999,regular,132,4,MANUAL,none,Midsize,Sedan,2000
Plymouth,Breeze,1999,regular,132,4,MANUAL,none,Midsize,Sedan,2000
Plymouth,Breeze,2000,regular,132,4,MANUAL,none,Midsize,Sedan,2000
Ford,Bronco II,1990,regular,140,6,MANUAL,none,Compact,2dr SUV,2000
Ford,Bronco II,1990,regular,140,6,MANUAL,none,Compact,2dr SUV,2000
Ford,Bronco II,1990,regular,140,6,MANUAL,none,Compact,2dr SUV,2000
Ford,Bronco II,1990,regular,140,6,MANUAL,none,Compact,2dr SUV,2000
Ford,Bronco II,1990,regular,140,6,MANUAL,none,Compact,2dr SUV,2000
Ford,Bronco II,1990,regular,140,6,MANUAL,none,Compact,2dr SUV,2000
Ford,Bronco II,1990,regular,140,6,MANUAL,none,Compact,2dr SUV,2000
Ford,Bronco II,1990,regular,140,6,MANUAL,none,Compact,2dr SUV,2000
Ford,Bronco,1994,regular,185,8,MANUAL,none,Midsize,2dr SUV,2308
Ford,Bronco,1994,regular,185,8,AUTOMATIC,none,Midsize,2dr SUV,2585
Ford,Bronco,1994,regular,185,8,MANUAL,none,Midsize,2dr SUV,2396
Ford,Bronco,1995,regular,205,8,MANUAL,none,Midsize,2dr SUV,2620
Ford,Bronco,1995,regular,205,8,AUTOMATIC,none,Midsize,2dr SUV,2872
Ford,Bronco,1995,regular,205,8,MANUAL,none,Midsize,2dr SUV,2474
Ford,Bronco,1996,regular,199,8,MANUAL,none,Midsize,2dr SUV,2774
Ford,Bronco,1996,regular,199,8,MANUAL,none,Midsize,2dr SUV,2996
Ford,Bronco,1996,regular,199,8,AUTOMATIC,none,Midsize,2dr SUV,3248
Bentley,Brooklands,2009,premium,530,8,AUTOMATIC,Exotic,Large,Coupe,340990
Bentley,Brooklands,2010,premium,530,8,AUTOMATIC,Exotic,Large,Coupe,340990
Cadillac,Brougham,1990,regular,140,8,AUTOMATIC,lux,Large,Sedan,2000
Cadillac,Brougham,1990,regular,140,8,AUTOMATIC,lux,Large,Sedan,2000
Cadillac,Brougham,1991,regular,170,8,AUTOMATIC,lux,Large,Sedan,2000
Cadillac,Brougham,1992,regular,170,8,AUTOMATIC,lux,Large,Sedan,2000
Subaru,BRZ,2015,premium,200,4,MANUAL,Performance,Compact,Coupe,29490
Subaru,BRZ,2015,premium,200,4,AUTOMATIC,Performance,Compact,Coupe,28795
Subaru,BRZ,2015,premium,200,4,MANUAL,Performance,Compact,Coupe,25695
Subaru,BRZ,2015,premium,200,4,MANUAL,Performance,Compact,Coupe,27695
Subaru,BRZ,2016,premium,200,4,MANUAL,Performance,Compact,Coupe,27395
Subaru,BRZ,2016,premium,200,4,MANUAL,Performance,Compact,Coupe,27690
Subaru,BRZ,2016,premium,200,4,AUTOMATIC,Performance,Compact,Coupe,28495
Subaru,BRZ,2016,premium,200,4,MANUAL,Performance,Compact,Coupe,25395
Subaru,BRZ,2017,premium,200,4,AUTOMATIC,Performance,Compact,Coupe,28745
Subaru,BRZ,2017,premium,205,4,MANUAL,Performance,Compact,Coupe,29695
Subaru,BRZ,2017,premium,205,4,MANUAL,Performance,Compact,Coupe,25495
Subaru,BRZ,2017,premium,205,4,MANUAL,Performance,Compact,Coupe,27645
Mercedes-Benz,C-Class,2015,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,40400
Mercedes-Benz,C-Class,2015,premium,302,6,AUTOMATIC,Performance,Compact,Coupe,46050
Mercedes-Benz,C-Class,2015,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,42575
Mercedes-Benz,C-Class,2015,premium,451,8,AUTOMATIC,lux,Compact,Coupe,62950
Mercedes-Benz,C-Class,2015,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,38400
Mercedes-Benz,C-Class,2015,premium,302,6,AUTOMATIC,High-Performance,Compact,Coupe,44050
Mercedes-Benz,C-Class,2015,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,41050
Mercedes-Benz,C-Class,2015,premium,329,6,AUTOMATIC,High-Performance,Midsize,Sedan,48590
Mercedes-Benz,C-Class,2015,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,39050
Mercedes-Benz,C-Class,2015,premium,503,8,AUTOMATIC,lux,Midsize,Sedan,71900
Mercedes-Benz,C-Class,2015,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,40575
Mercedes-Benz,C-Class,2015,premium,469,8,AUTOMATIC,lux,Midsize,Sedan,63900
Mercedes-Benz,C-Class,2015,premium,201,4,AUTOMATIC,lux,Compact,Coupe,39400
Mercedes-Benz,C-Class,2016,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,43125
Mercedes-Benz,C-Class,2016,premium,362,6,AUTOMATIC,lux,Midsize,Sedan,50800
Mercedes-Benz,C-Class,2016,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,41125
Mercedes-Benz,C-Class,2016,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,41275
Mercedes-Benz,C-Class,2016,premium,503,8,AUTOMATIC,lux,Midsize,Sedan,73250
Mercedes-Benz,C-Class,2016,premium,469,8,AUTOMATIC,lux,Midsize,Sedan,65250
Mercedes-Benz,C-Class,2016,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,38950
Mercedes-Benz,C-Class,2016,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,39275
Mercedes-Benz,C-Class,2016,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,40950
Mercedes-Benz,C-Class,2017,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,39850
Mercedes-Benz,C-Class,2017,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,39500
Mercedes-Benz,C-Class,2017,premium,362,6,AUTOMATIC,lux,Midsize,Sedan,52000
Mercedes-Benz,C-Class,2017,premium,503,8,AUTOMATIC,lux,Midsize,Sedan,72800
Mercedes-Benz,C-Class,2017,premium,469,8,AUTOMATIC,lux,Midsize,Coupe,67000
Mercedes-Benz,C-Class,2017,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,41675
Mercedes-Benz,C-Class,2017,premium,241,4,AUTOMATIC,lux,Midsize,Coupe,44650
Mercedes-Benz,C-Class,2017,premium,241,4,AUTOMATIC,lux,Midsize,Coupe,42650
Mercedes-Benz,C-Class,2017,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,43675
Mercedes-Benz,C-Class,2017,premium,469,8,AUTOMATIC,lux,Midsize,Sedan,65200
Mercedes-Benz,C-Class,2017,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,41500
Mercedes-Benz,C-Class,2017,premium,241,4,AUTOMATIC,lux,Midsize,Sedan,41850
Mercedes-Benz,C-Class,2017,premium,503,8,AUTOMATIC,lux,Midsize,Coupe,75000
Mercedes-Benz,C-Class,2017,premium,241,4,AUTOMATIC,lux,Midsize,Convertible,52900
Mercedes-Benz,C-Class,2017,premium,241,4,AUTOMATIC,lux,Midsize,Convertible,50900
Ford,C-Max Hybrid,2015,regular,188,4,AUTOMATIC,Hybrid,Compact,Wagon,27170
Ford,C-Max Hybrid,2015,regular,188,4,AUTOMATIC,Hybrid,Compact,Wagon,24170
Ford,C-Max Hybrid,2016,regular,188,4,AUTOMATIC,Hybrid,Compact,Wagon,24170
Ford,C-Max Hybrid,2016,regular,188,4,AUTOMATIC,Hybrid,Compact,Wagon,27170
Ford,C-Max Hybrid,2017,regular,188,4,AUTOMATIC,Hybrid,Compact,Wagon,24120
Ford,C-Max Hybrid,2017,regular,188,4,AUTOMATIC,Hybrid,Compact,Wagon,27120
Volvo,C30,2011,premium,227,5,MANUAL,Hatchback,Compact,2dr Hatchback,24700
Volvo,C30,2011,premium,227,5,MANUAL,Hatchback,Compact,2dr Hatchback,27100
Volvo,C30,2012,premium,227,5,MANUAL,Hatchback,Compact,2dr Hatchback,27450
Volvo,C30,2012,premium,227,5,MANUAL,Hatchback,Compact,2dr Hatchback,24950
Volvo,C30,2013,regular,227,5,MANUAL,Hatchback,Compact,2dr Hatchback,25500
Volvo,C30,2013,regular,227,5,MANUAL,Hatchback,Compact,2dr Hatchback,27850
Mercedes-Benz,C36 AMG,1995,regular,268,6,AUTOMATIC,Performance,Compact,Sedan,3555
Mercedes-Benz,C36 AMG,1996,regular,276,6,AUTOMATIC,Performance,Compact,Sedan,3996
Mercedes-Benz,C36 AMG,1997,regular,276,6,AUTOMATIC,Performance,Compact,Sedan,4330
Mercedes-Benz,C43 AMG,1998,regular,302,8,AUTOMATIC,Performance,Compact,Sedan,4472
Mercedes-Benz,C43 AMG,1999,regular,302,8,AUTOMATIC,Performance,Compact,Sedan,4661
Mercedes-Benz,C43 AMG,2000,regular,302,8,AUTOMATIC,Performance,Compact,Sedan,5739
Volvo,C70,2011,premium,227,5,AUTOMATIC,lux,Compact,Convertible,39950
Volvo,C70,2012,premium,227,5,AUTOMATIC,lux,Compact,Convertible,40450
Volvo,C70,2013,regular,227,5,AUTOMATIC,lux,Compact,Convertible,41200
Spyker,C8,2009,premium,400,8,MANUAL,Exotic,Compact,Coupe,209990
Spyker,C8,2009,premium,400,8,MANUAL,Exotic,Compact,Convertible,219990
Spyker,C8,2009,premium,400,8,MANUAL,Exotic,Compact,Coupe,209990
Audi,Cabriolet,1996,regular,172,6,AUTOMATIC,lux,Compact,Convertible,2631
Audi,Cabriolet,1997,regular,172,6,AUTOMATIC,lux,Compact,Convertible,2837
Audi,Cabriolet,1998,regular,172,6,AUTOMATIC,lux,Compact,Convertible,3137
Volkswagen,Cabriolet,1991,regular,94,4,MANUAL,none,Compact,Convertible,2000
Volkswagen,Cabriolet,1992,regular,94,4,MANUAL,none,Compact,Convertible,2000
Volkswagen,Cabriolet,1992,regular,94,4,MANUAL,none,Compact,Convertible,2000
Volkswagen,Cabriolet,1992,regular,94,4,MANUAL,none,Compact,Convertible,2000
Volkswagen,Cabriolet,1993,regular,94,4,MANUAL,none,Compact,Convertible,2000
Volkswagen,Cabriolet,1993,regular,94,4,MANUAL,none,Compact,Convertible,2000
Volkswagen,Cabrio,2000,regular,115,4,MANUAL,none,Compact,Convertible,2473
Volkswagen,Cabrio,2000,regular,115,4,MANUAL,none,Compact,Convertible,2568
Volkswagen,Cabrio,2001,regular,115,4,MANUAL,none,Compact,Convertible,19600
Volkswagen,Cabrio,2001,regular,115,4,AUTOMATIC,none,Compact,Convertible,23175
Volkswagen,Cabrio,2001,regular,115,4,MANUAL,none,Compact,Convertible,22300
Volkswagen,Cabrio,2001,regular,115,4,AUTOMATIC,none,Compact,Convertible,20475
Volkswagen,Cabrio,2001,regular,115,4,AUTOMATIC,none,Compact,Convertible,21475
Volkswagen,Cabrio,2001,regular,115,4,MANUAL,none,Compact,Convertible,20600
Volkswagen,Cabrio,2002,regular,115,4,AUTOMATIC,none,Compact,Convertible,21475
Volkswagen,Cabrio,2002,regular,115,4,AUTOMATIC,none,Compact,Convertible,23175
Volkswagen,Cabrio,2002,regular,115,4,MANUAL,none,Compact,Convertible,22300
Volkswagen,Cabrio,2002,regular,115,4,MANUAL,none,Compact,Convertible,20600
Volkswagen,Cabrio,2002,regular,115,4,MANUAL,none,Compact,Convertible,19600
Volkswagen,Cabrio,2002,regular,115,4,AUTOMATIC,none,Compact,Convertible,20475
Kia,Cadenza,2015,regular,293,6,AUTOMATIC,Performance,Midsize,Sedan,34900
Kia,Cadenza,2015,regular,293,6,AUTOMATIC,Performance,Midsize,Sedan,43800
Kia,Cadenza,2016,regular,293,6,AUTOMATIC,Performance,Midsize,Sedan,44090
Kia,Cadenza,2016,regular,293,6,AUTOMATIC,Performance,Midsize,Sedan,35990
Kia,Cadenza,2016,regular,293,6,AUTOMATIC,Performance,Midsize,Sedan,32990
Kia,Cadenza,2017,regular,290,6,AUTOMATIC,Performance,Midsize,Sedan,38990
Kia,Cadenza,2017,regular,290,6,AUTOMATIC,Performance,Midsize,Sedan,31990
Kia,Cadenza,2017,regular,290,6,AUTOMATIC,Performance,Midsize,Sedan,44390
Dodge,Caliber,2010,regular,158,4,MANUAL,none,Compact,Wagon,18740
Dodge,Caliber,2010,regular,172,4,MANUAL,none,Compact,Wagon,20555
Dodge,Caliber,2010,regular,158,4,MANUAL,none,Compact,Wagon,16880
Dodge,Caliber,2010,regular,158,4,AUTOMATIC,none,Compact,Wagon,19995
Dodge,Caliber,2010,regular,158,4,AUTOMATIC,none,Compact,Wagon,18060
Dodge,Caliber,2010,regular,158,4,MANUAL,none,Compact,Wagon,16975
Dodge,Caliber,2010,regular,158,4,MANUAL,none,Compact,Wagon,17995
Dodge,Caliber,2010,regular,172,4,MANUAL,none,Compact,Wagon,19995
Dodge,Caliber,2011,regular,158,4,AUTOMATIC,none,Compact,Wagon,18620
Dodge,Caliber,2011,regular,158,4,AUTOMATIC,none,Compact,Wagon,20585
Dodge,Caliber,2011,regular,158,4,MANUAL,none,Compact,Wagon,17380
Dodge,Caliber,2011,regular,172,4,MANUAL,none,Compact,Wagon,20585
Dodge,Caliber,2011,regular,158,4,MANUAL,none,Compact,Wagon,18585
Dodge,Caliber,2012,regular,158,4,MANUAL,none,Compact,Wagon,18730
Dodge,Caliber,2012,regular,158,4,MANUAL,none,Compact,Wagon,17380
Dodge,Caliber,2012,regular,158,4,AUTOMATIC,none,Compact,Wagon,18765
Ferrari,California T,2015,premium,553,8,AUTOMATED_MANUAL,Exotic,Compact,Convertible,198973
Ferrari,California,2012,premium,453,8,AUTOMATED_MANUAL,Exotic,Compact,Convertible,195840
Ferrari,California,2013,premium,483,8,AUTOMATED_MANUAL,Exotic,Compact,Convertible,198190
Ferrari,California,2014,premium,483,8,AUTOMATED_MANUAL,Exotic,Compact,Convertible,198190
Chevrolet,Camaro,2015,regular,323,6,MANUAL,Performance,Midsize,Coupe,29205
Chevrolet,Camaro,2015,regular,323,6,MANUAL,Performance,Midsize,Convertible,31205
Chevrolet,Camaro,2015,premium,580,8,MANUAL,High-Performance,Midsize,Coupe,55505
Chevrolet,Camaro,2015,premium,426,8,MANUAL,High-Performance,Midsize,Convertible,42405
Chevrolet,Camaro,2015,premium,426,8,MANUAL,High-Performance,Midsize,Convertible,39505
